Label;ID;TRACK_ID;QUALITY;POSITION_X;POSITION_Y;POSITION_Z;POSITION_T;FRAME;RADIUS;VISIBILITY;MEAN_INTENSITY01;MEAN_INTENSITY02;MEAN_INTENSITY03;MEAN_INTENSITY04;MEAN_INTENSITY05;MEAN_INTENSITY06;MEAN_INTENSITY07;MEAN_INTENSITY08;MEAN_INTENSITY09;MEAN_INTENSITY10;MANUAL_COLOR;MEAN_INTENSITY;MEDIAN_INTENSITY;MIN_INTENSITY;MAX_INTENSITY;TOTAL_INTENSITY;STANDARD_DEVIATION;ESTIMATED_DIAMETER;CONTRAST;SNR
ID3910;3910;111;31,328;101,4;314,6;0;7200;12;7;1;327,741;12,935;1596,455;7,666;None;None;None;None;None;None;-10921639;1596,455;1718;324;2276;659336;454,628;11,275;0,435;2,128
ID3606;3606;111;31,659;102,05;314,6;0;7800;13;7;1;315,511;13,523;1583,232;6,92;None;None;None;None;None;None;-10921639;1583,232;1689;386;2114;653875;415,521;11,291;0,456;2,387
ID4501;4501;111;31,503;102,05;315,25;0;8400;14;7;1;311,889;12,23;1570,441;7,816;None;None;None;None;None;None;-10921639;1570,441;1697;310;2141;648592;423,798;11,296;0,467;2,358
ID4799;4799;111;30,863;101,4;315,9;0;9000;15;7;1;304,92;13,898;1564,983;6,574;None;None;None;None;None;None;-10921639;1564,983;1689;397;2081;646338;388,411;11,311;0,455;2,518
ID5094;5094;111;32,177;102,05;315,25;0;9600;16;7;1;308,533;11,375;1575,983;7,799;None;None;None;None;None;None;-10921639;1575,983;1681;538;2081;650881;347,088;11,343;0,5;3,025
ID6000;6000;111;33,578;102,05;315,9;0;10200;17;7;1;324,278;11,942;1611,743;7,324;None;None;None;None;None;None;-10921639;1611,743;1730;449;2153;665650;366,978;11,338;0,509;2,964
ID5397;5397;111;32,272;100,75;316,55;0;10800;18;7;1;319,637;13,068;1608,574;6,593;None;None;None;None;None;None;-10921639;1608,574;1718;554;2070;664341;340,918;11,349;0,485;3,083
ID5702;5702;111;34,369;100,75;316,55;0;11400;19;7;1;328,363;11,617;1630,586;7,09;None;None;None;None;None;None;-10921639;1630,586;1735;600;2042;673432;327,469;11,366;0,528;3,443
ID6305;6305;111;35,016;102,05;315,9;0;12000;20;7;1;325,446;13,276;1625,542;6,249;None;None;None;None;None;None;-10921639;1625,542;1746;570;2091;671349;356,665;11,345;0,539;3,193
ID6614;6614;111;36,183;102,7;317,85;0;12600;21;7;1;340,199;12,896;1662,46;7,208;None;None;None;None;None;None;-10921639;1662,46;1766;614;2114;686596;350,681;11,341;0,54;3,325
ID6918;6918;111;35,694;102,05;317,2;0;13200;22;7;1;336,015;14,056;1652,274;7,843;None;None;None;None;None;None;-10921639;1652,274;1771;562;2137;682389;369,876;11,345;0,547;3,159
ID7224;7224;111;37,177;104;317,85;0;13800;23;7;1;343,252;12,676;1663,259;7,419;None;None;None;None;None;None;-10921639;1663,259;1800;513;2106;686926;396,356;11,325;0,563;3,023
ID7528;7528;111;37,701;104,65;317,85;0;14400;24;7;1;345,755;15,111;1669,286;7,441;None;None;None;None;None;None;-10921639;1669,286;1810;363;2180;689415;421,562;11,315;0,57;2,875
ID8758;8758;111;37,348;105,95;317,2;0;15000;25;7;1;335,918;13,552;1644,172;8,7;None;None;None;None;None;None;-10921639;1644,172;1778;408;2176;679043;427,322;11,312;0,576;2,812
ID8450;8450;111;39,515;106,6;318,5;0;15600;26;7;1;355,465;14,075;1690,722;7,019;None;None;None;None;None;None;-10921639;1690,722;1839;487;2276;698268;432,313;11,308;0,6;2,933
ID7835;7835;111;39,38;106,6;317,85;0;16200;27;7;1;357,465;12,884;1695,056;6,78;None;None;None;None;None;None;-10921639;1695,056;1829;408;2316;700058;433,866;11,304;0,603;2,939
ID8140;8140;111;39,176;106,6;319,15;0;16800;28;7;1;364,787;13,908;1707,002;6,293;None;None;None;None;None;None;-10921639;1707,002;1869;477;2290;704992;442,885;11,301;0,577;2,82
ID9372;9372;111;39,019;106,6;318,5;0;17400;29;7;1;359,562;13,925;1697,446;7,358;None;None;None;None;None;None;-10921639;1697,446;1848;449;2274;701045;431,972;11,306;0,581;2,889
ID9063;9063;111;39,305;107,25;318,5;0;18000;30;7;1;366,901;14,145;1713,717;6,976;None;None;None;None;None;None;-10921639;1713,717;1858;374;2326;707765;460,5;11,298;0,574;2,713
ID9680;9680;111;38,112;107,9;319,15;0;18600;31;7;1;365,402;15,579;1721,576;6,697;None;None;None;None;None;None;-10921639;1721,576;1853;530;2330;711011;429,19;11,292;0,534;2,794
ID9991;9991;111;38,043;110,5;318,5;0;19200;32;7;1;373,69;13,547;1725,661;7,547;None;None;None;None;None;None;-10921639;1725,661;1860;477;2343;712698;458,69;11,273;0,522;2,581
ID11208;11208;111;36,667;111,8;317,2;0;19800;33;7;1;375,308;15,211;1734,671;6,99;None;None;None;None;None;None;-10921639;1734,671;1867;468;2387;716419;469,793;11,272;0,491;2,431
ID10290;10290;111;35,931;111,8;317,85;0;20400;34;7;1;378,08;15,753;1737,443;7,898;None;None;None;None;None;None;-10921639;1737,443;1891;439;2356;717564;480,986;11,274;0,475;2,327
ID10598;10598;111;38,143;111,8;318,5;0;21000;35;7;1;404,692;14,804;1796,85;7,622;None;None;None;None;None;None;-10921639;1796,85;1961;439;2347;742099;493,502;11,255;0,488;2,388
ID10898;10898;111;37,67;111,15;319,15;0;21600;36;7;1;406,295;15,496;1810,889;6,208;None;None;None;None;None;None;-10921639;1810,889;1952;621;2431;747897;473,931;11,264;0,476;2,464
ID12137;12137;111;35,836;111,15;318,5;0;22200;37;7;1;400,785;13,085;1794,627;7,378;None;None;None;None;None;None;-10921639;1794,627;1943;592;2409;741181;444,263;11,26;0,45;2,509
ID11515;11515;111;35,831;110,5;318,5;0;22800;38;7;1;400,755;15,373;1801,3;6,731;None;None;None;None;None;None;-10921639;1801,3;1945;538;2406;743937;434,739;11,273;0,452;2,581
ID11826;11826;111;36,951;109,85;319,15;0;23400;39;7;1;407,477;14,094;1812,678;7,361;None;None;None;None;None;None;-10921639;1812,678;1961;546;2438;748636;449,947;11,267;0,468;2,568
ID12440;12440;111;37,365;110,5;320,45;0;24000;40;7;1;414,722;14,344;1826,484;6,588;None;None;None;None;None;None;-10921639;1826,484;1975;635;2431;754338;451,221;11,287;0,472;2,598
ID13056;13056;111;38,314;109,2;320,45;0;24600;41;7;1;419,155;13,465;1844,191;6,995;None;None;None;None;None;None;-10921639;1844,191;1966;614;2458;761651;431,976;11,3;0,49;2,81
ID12751;12751;111;37,729;109,2;321,1;0;25200;42;7;1;409,295;12,671;1817,252;7,564;None;None;None;None;None;None;-10921639;1817,252;1941;592;2415;750525;426,612;11,293;0,487;2,791
ID13367;13367;111;39,801;109,2;321,1;0;25800;43;7;1;424,167;13,881;1846,24;7,266;None;None;None;None;None;None;-10921639;1846,24;1990;521;2424;762497;458,451;11,307;0,522;2,762
ID13664;13664;111;41,345;109,85;320,45;0;26400;44;7;1;424,571;11,312;1844,056;6,939;None;None;None;None;None;None;-10921639;1844,056;1972;504;2465;761595;462,014;11,304;0,54;2,799
ID13958;13958;111;41,62;109,85;320,45;0;27000;45;7;1;433,78;14,201;1869,116;6,603;None;None;None;None;None;None;-10921639;1869,116;2012;449;2449;771945;462,879;11,307;0,54;2,832
ID14253;14253;111;39,555;109,85;320,45;0;27600;46;7;1;396,797;11,245;1800,492;7,668;None;None;None;None;None;None;-10921639;1800,492;1909;530;2261;743603;367,573;11,35;0,556;3,499
ID14562;14562;111;41,991;111,8;321,1;0;28200;47;7;1;419,208;14,402;1859,465;6,637;None;None;None;None;None;None;-10921639;1859,465;1934;649;2265;767959;332,231;11,384;0,587;4,142
ID15172;15172;111;37,986;111,8;323,05;0;28800;48;7;1;402,477;17,266;1842,482;6,877;None;None;None;None;None;None;-10921639;1842,482;1914;913;2168;760945;242,991;15,013;0,536;5,291
ID15483;15483;111;40,167;111,8;323,7;0;29400;49;7;1;417,31;14,707;1870,501;7,433;None;None;None;None;None;None;-10921639;1870,501;1936;859;2194;772517;262,642;15,066;0,569;5,165
ID14875;14875;111;39,275;111,8;325;0;30000;50;7;1;413,692;14,518;1857,55;6,891;None;None;None;None;None;None;-10921639;1857,55;1927;864;2218;767168;268,01;11,413;0,548;4,91
ID16098;16098;111;39,391;111,8;327,6;0;30600;51;7;1;428,62;14,649;1891,4;7,237;None;None;None;None;None;None;-10921639;1891,4;1972;889;2341;781148;278,949;11,408;0,532;4,712
ID15792;15792;111;39,105;111,15;328,25;0;31200;52;7;1;419,446;15,969;1872,472;7,63;None;None;None;None;None;None;-10921639;1872,472;1963;732;2282;773331;314,497;11,379;0,522;4,083
ID16409;16409;111;38,93;109,85;328,9;0;31800;53;7;1;414,14;15,489;1856,864;7,441;None;None;None;None;None;None;-10921639;1856,864;1963;662;2320;766885;346,184;11,366;0,512;3,634
ID17033;17033;111;39,033;108,55;329,55;0;32400;54;7;1;416,363;12,303;1845,199;6,978;None;None;None;None;None;None;-10921639;1845,199;1992;495;2326;762067;402,996;11,342;0,514;3,107
ID16716;16716;111;39,185;107,9;328,9;0;33000;55;7;1;414,121;11,697;1837,685;7,276;None;None;None;None;None;None;-10921639;1837,685;1968;459;2295;758964;398,911;11,347;0,513;3,125
ID17653;17653;111;38,874;107,9;329,55;0;33600;56;7;1;430,969;14,424;1883,252;6,593;None;None;None;None;None;None;-10921639;1883,252;2014;649;2376;777783;376,296;11,343;0,489;3,288
ID17343;17343;111;39,633;107,25;330,2;0;34200;57;7;1;449,835;16,775;1933,092;7,007;None;None;None;None;None;None;-10921639;1933,092;2068;675;2479;798367;375,621;11,339;0,487;3,372
ID17969;17969;111;39,062;106,6;330,85;0;34800;58;7;1;449,823;21,533;1936,942;7,586;None;None;None;None;None;None;-10921639;1936,942;2079;554;2565;799957;401,358;11,328;0,471;3,091
ID18284;18284;111;38,329;106,6;331,5;0;35400;59;7;1;462,591;26,065;1971,77;7,506;None;None;None;None;None;None;-10921639;1971,77;2127;635;2567;814341;409,042;11,311;0,431;2,903
ID18595;18595;111;39,219;105,95;333,45;0;36000;60;7;1;474,383;28,441;1991,789;7,918;None;None;None;None;None;None;-10921639;1991,789;2153;468;2626;822609;462,194;11,291;0,439;2,628
ID18901;18901;111;39,168;105,3;334,75;0;36600;61;7;1;471,755;31,809;2003,266;8,215;None;None;None;None;None;None;-10921639;2003,266;2149;707;2641;827349;444,446;11,273;0,43;2,71
ID19221;19221;111;38,684;104,65;336,05;0;37200;62;7;1;466,395;32,131;1987,385;7,467;None;None;None;None;None;None;-10921639;1987,385;2147;656;2536;820790;437,251;11,29;0,432;2,744
ID19539;19539;111;38,5;104;338,65;0;37800;63;7;1;468,034;35,308;2000,034;8,099;None;None;None;None;None;None;-10921639;2000,034;2159;778;2492;826014;404,982;11,329;0,441;3,022
ID19858;19858;111;37,594;102,7;341,25;0;38400;64;7;1;459,804;32,431;1978,748;10,061;None;None;None;None;None;None;-10921639;1978,748;2129;738;2438;817223;383,437;11,346;0,447;3,187
ID20177;20177;111;37,581;101,4;340,6;0;39000;65;7;1;456,969;19,429;1950,956;9,731;None;None;None;None;None;None;-10921639;1950,956;2104;738;2420;805745;369,284;11,345;0,456;3,311
ID20493;20493;111;39,625;101,4;341,9;0;39600;66;7;1;477,484;18,208;1992,194;9,826;None;None;None;None;None;None;-10921639;1992,194;2161;767;2462;822776;374,019;11,346;0,471;3,411
ID21121;21121;111;39,329;101,4;342,55;0;40200;67;7;1;465,414;16,879;1959,867;13,015;None;None;None;None;None;None;-10921639;1959,867;2106;789;2395;809425;352,556;11,364;0,492;3,665
ID20806;20806;111;39,032;102,05;340,6;0;40800;68;7;1;462,901;17,918;1956,039;10,969;None;None;None;None;None;None;-10921639;1956,039;2087;738;2363;807844;350,998;11,357;0,482;3,623
ID21435;21435;111;38,032;102,7;340,6;0;41400;69;7;1;470,044;15,625;1975,119;11,107;None;None;None;None;None;None;-10921639;1975,119;2083;889;2373;815724;312,252;11,37;0,459;3,978
ID22056;22056;111;39,176;102,7;342,55;0;42000;70;7;1;479,375;15,09;1992,157;10,995;None;None;None;None;None;None;-10921639;1992,157;2125;899;2422;822761;301,787;11,404;0,489;4,338
ID21749;21749;111;36,557;102,05;341,25;0;42600;71;7;1;443,651;16,63;1932,886;13,145;None;None;None;None;None;None;-10921639;1932,886;2032;1031;2233;798282;229,914;11,44;0,478;5,44
ID22367;22367;111;36,838;102,7;342,55;0;43200;72;7;1;440,254;15,746;1922,228;13,252;None;None;None;None;None;None;-10921639;1922,228;2010;927;2280;793880;241,658;15,05;0,488;5,22
ID22671;22671;111;39,628;104,65;345,15;0;43800;73;7;1;453,027;20,913;1962,232;8,874;None;None;None;None;None;None;-10921639;1962,232;2062;1097;2360;810402;257,686;15,043;0,531;5,281
ID22973;22973;111;40,742;104,65;346,45;0;44400;74;7;1;460,533;22,366;1986,973;10,387;None;None;None;None;None;None;-10921639;1986,973;2066;1264;2406;820620;230,612;15,137;0,547;6,093
ID23281;23281;111;40,477;104;345,8;0;45000;75;7;1;453,758;20,659;1971,257;9,705;None;None;None;None;None;None;-10921639;1971,257;2032;1278;2328;814129;205,863;15,269;0,553;6,819
ID23586;23586;111;40,408;103,35;345,8;0;45600;76;7;1;446,257;20,668;1950,581;10,201;None;None;None;None;None;None;-10921639;1950,581;2019;1348;2259;805590;184,762;15,341;0,573;7,691
ID23898;23898;111;40,328;103,35;347,1;0;46200;77;7;1;443,787;18,462;1952,019;10,93;None;None;None;None;None;None;-10921639;1952,019;2023;1207;2220;806184;192,199;15,328;0,572;7,389
ID24511;24511;111;39,618;103,35;347,1;0;46800;78;7;1;432,201;15,567;1913,465;10,523;None;None;None;None;None;None;-10921639;1913,465;1988;1109;2272;790261;213,306;15,3;0,561;6,448
ID24210;24210;111;40,226;104,65;346,45;0;47400;79;7;1;446,019;17,024;1946,356;10,579;None;None;None;None;None;None;-10921639;1946,356;2029;1080;2305;803845;234,647;15,296;0,557;5,938
ID25434;25434;111;39,676;105,3;346,45;0;48000;80;7;1;448,472;17,109;1955,772;12,581;None;None;None;None;None;None;-10921639;1955,772;2034;1064;2294;807734;214,678;15,295;0,544;6,42
ID24818;24818;111;40,246;105,95;345,8;0;48600;81;7;1;451,426;17,726;1957,38;12,375;None;None;None;None;None;None;-10921639;1957,38;2051;983;2282;808398;245,667;15,272;0,55;5,652
ID26070;26070;111;39,185;106,6;345,8;0;49200;82;7;1;441,24;18,029;1937,964;9,162;None;None;None;None;None;None;-10921639;1937,964;2012;1101;2280;800379;217,74;15,276;0,538;6,228
ID25746;25746;111;38,453;107,25;347,1;0;49800;83;7;1;437,741;13,046;1919,906;7,695;None;None;None;None;None;None;-10921639;1919,906;1986;1181;2290;792921;198,991;15,382;0,541;6,774
ID25124;25124;111;41,049;107,25;347,75;0;50400;84;7;1;457,818;14,291;1969,896;7,189;None;None;None;None;None;None;-10921639;1969,896;2042;1308;2301;813567;192,772;15,321;0,582;7,522
ID26384;26384;111;40,91;107,25;345,15;0;51000;85;7;1;465,811;21,54;1998,322;7,663;None;None;None;None;None;None;-10921639;1998,322;2083;1338;2322;825307;199,751;15,282;0,559;7,173
ID27010;27010;111;41,853;106,6;345,15;0;51600;86;7;1;488,668;24,772;2053,55;9,22;None;None;None;None;None;None;-10921639;2053,55;2137;1367;2348;848116;206,17;15,257;0,552;7,084
ID26693;26693;111;42,174;107,25;345,8;0;52200;87;7;1;491,119;21,211;2051,763;9,821;None;None;None;None;None;None;-10921639;2051,763;2120;1348;2371;847378;209,658;15,24;0,558;7,012
ID27319;27319;111;40,879;107,9;345,15;0;52800;88;7;1;482,404;22,55;2035,441;9,567;None;None;None;None;None;None;-10921639;2035,441;2098;1361;2339;840637;193,511;15,227;0,539;7,366
ID27938;27938;111;40,564;107,25;344,5;0;53400;89;7;1;471,588;19,092;2005,971;8,111;None;None;None;None;None;None;-10921639;2005,971;2064;1285;2245;828466;190,972;15,249;0,547;7,432
ID28247;28247;111;42,154;106,6;343,85;0;54000;90;7;1;485,416;19,496;2038,731;11,174;None;None;None;None;None;None;-10921639;2038,731;2125;1345;2307;841996;197,931;15,277;0,565;7,44
ID27631;27631;111;42,397;106,6;345,15;0;54600;91;7;1;484,23;18,373;2030,455;9,107;None;None;None;None;None;None;-10921639;2030,455;2106;1239;2301;838578;222,153;15,271;0,566;6,61
ID28561;28561;111;41,517;107,25;345,8;0;55200;92;7;1;454,952;12;1957,54;7,235;None;None;None;None;None;None;-10921639;1957,54;2038;1268;2233;808464;203,06;15,339;0,591;7,164
ID29175;29175;111;40,014;107,25;345,15;0;55800;93;7;1;461,499;23,673;1998,717;7,145;None;None;None;None;None;None;-10921639;1998,717;2053;1271;2247;825470;195,257;15,381;0,537;7,153
ID29492;29492;111;40,824;107,25;346,45;0;56400;94;7;1;476,31;21,528;2024,915;7,441;None;None;None;None;None;None;-10921639;2024,915;2070;1332;2307;836290;191,515;15,366;0,545;7,455
ID28871;28871;111;39,265;107,25;345,8;0;57000;95;7;1;477,092;25,276;2031,109;16,334;None;None;None;None;None;None;-10921639;2031,109;2081;1328;2249;838848;182,528;15,349;0,504;7,454
ID29794;29794;111;40,516;107,9;344,5;0;57600;96;7;1;480,644;20,724;2027,107;16,177;None;None;None;None;None;None;-10921639;2027,107;2098;1351;2280;837195;201,817;15,269;0,529;6,951
ID30731;30731;111;41,47;107,25;345,15;0;58200;97;7;1;470,131;15,743;1995,104;9,002;None;None;None;None;None;None;-10921639;1995,104;2062;1189;2307;823978;195,586;15,39;0,571;7,415
ID30415;30415;111;40,6;107,9;345,8;0;58800;98;7;1;473,022;15,133;2009,726;9,308;None;None;None;None;None;None;-10921639;2009,726;2053;1479;2282;830017;146,403;15,515;0,559;9,841
ID30105;30105;111;40,249;107,9;345,15;0;59400;99;7;1;479,341;20,029;2030,266;13,596;None;None;None;None;None;None;-10921639;2030,266;2072;1436;2259;838500;171,699;15,424;0,53;8,194
ID31045;31045;111;42,226;107,9;346,45;0;60000;100;7;1;487,521;19,835;2046,901;8,334;None;None;None;None;None;None;-10921639;2046,901;2089;1424;2309;845370;168,154;15,534;0,566;8,8
ID31361;31361;111;40,523;107,25;346,45;0;60600;101;7;1;476,109;17,886;2021,496;9,077;None;None;None;None;None;None;-10921639;2021,496;2047;1522;2295;834878;150,151;15,536;0,55;9,557
ID31670;31670;111;39,182;107,9;345,8;0;61200;102;7;1;458,458;16,286;1977,431;6,354;None;None;None;None;None;None;-10921639;1977,431;2027;1345;2222;816679;162,451;15,472;0,539;8,522
ID31986;31986;111;40,539;107,25;345,15;0;61800;103;7;1;468,455;17,281;2001,327;6,833;None;None;None;None;None;None;-10921639;2001,327;2047;1424;2245;826548;150,463;15,49;0,564;9,595
ID32606;32606;111;39,064;107,9;345,8;0;62400;104;7;1;454,908;13,642;1963,153;7,446;None;None;None;None;None;None;-10921639;1963,153;1997;1268;2200;810782;152,689;15,564;0,557;9,203
ID32300;32300;111;38,648;107,25;345,15;0;63000;105;7;1;464,056;13,438;1983,368;7,697;None;None;None;None;None;None;-10921639;1983,368;2025;1427;2206;819131;133,03;15,549;0,529;10,318
ID32919;32919;111;39,856;106,6;344,5;0;63600;106;7;1;463,206;15,002;1985,213;7,533;None;None;None;None;None;None;-10921639;1985,213;2036;1383;2218;819893;150,363;15,47;0,551;9,384
ID33230;33230;111;38,678;106,6;344,5;0;64200;107;7;1;457,908;13,985;1965,714;7,939;None;None;None;None;None;None;-10921639;1965,714;2008;1427;2172;811840;146,837;15,486;0,533;9,314
ID33537;33537;111;37,962;107,25;343,85;0;64800;108;7;1;442,058;15,76;1939,416;7,709;None;None;None;None;None;None;-10921639;1939,416;1972;1396;2143;800979;130,028;15,553;0,537;10,426
ID34145;34145;111;39,445;108,55;343,85;0;65400;109;7;1;455,523;15,24;1970,697;7,794;None;None;None;None;None;None;-10921639;1970,697;2010;1325;2263;813898;149,506;15,538;0,553;9,393
ID33842;33842;111;40,715;109,2;345,8;0;66000;110;7;1;484,903;12,506;2030,354;7,034;None;None;None;None;None;None;-10921639;2030,354;2055;1517;2350;838536;138,583;15,586;0,56;10,523
ID34456;34456;111;39,18;108,55;345,15;0;66600;111;7;1;455,816;12,903;1967,896;7,789;None;None;None;None;None;None;-10921639;1967,896;2001;1452;2251;812741;126,572;15,605;0,558;11,138
ID35075;35075;111;40,498;109,2;345,8;0;67200;112;7;1;470,446;12,77;2002,247;7,249;None;None;None;None;None;None;-10921639;2002,247;2029;1399;2278;826928;133,261;15,625;0,567;10,877
ID34768;34768;111;40,274;109,85;345,8;0;67800;113;7;1;478,283;11,218;2017,833;7,639;None;None;None;None;None;None;-10921639;2017,833;2049;1548;2286;833365;131,35;15,623;0,562;11,054
ID35387;35387;111;40,729;111,8;345,15;0;68400;114;7;1;480,266;11,024;2017,237;7,254;None;None;None;None;None;None;-10921639;2017,237;2051;1281;2360;833119;158,583;15,584;0,568;9,216
ID35704;35704;111;41,783;113,1;345,8;0;69000;115;7;1;498,91;11,211;2055,838;7,046;None;None;None;None;None;None;-10921639;2055,838;2083;1338;2424;849061;165,764;15,553;0,575;9,06
ID36335;36335;111;39,711;113,1;344,5;0;69600;116;7;1;468,414;12,479;1992,772;7,286;None;None;None;None;None;None;-10921639;1992,772;2029;1358;2305;823015;149,344;15,597;0,557;9,546
ID36020;36020;111;38,505;113,75;344,5;0;70200;117;7;1;455,908;12,746;1967,801;7,153;None;None;None;None;None;None;-10921639;1967,801;1981;1508;2295;812702;131,459;15,626;0,544;10,542
ID36657;36657;111;38,024;115,7;344,5;0;70800;118;7;1;449,295;11,385;1949,671;8,184;None;None;None;None;None;None;-10921639;1949,671;1966;1214;2303;805214;164,697;15,628;0,536;8,263
ID36972;36972;111;39,948;117;345,8;0;71400;119;7;1;490,881;11,169;2037,831;6,492;None;None;None;None;None;None;-10921639;2037,831;2049;1281;2387;841624;175,482;15,545;0,542;8,164
ID37937;37937;111;40,553;118,3;346,45;0;72000;120;7;1;495,433;11,596;2047,627;7,291;None;None;None;None;None;None;-10921639;2047,627;2072;1281;2350;845670;176,744;15,501;0,551;8,231
ID37612;37612;111;38,54;118,95;345,8;0;72600;121;7;1;474,167;11,092;2002,119;6,293;None;None;None;None;None;None;-10921639;2002,119;2019;1338;2299;826875;170,969;15,492;0,526;8,073
ID38258;38258;111;39,87;118,3;343,85;0;73200;122;7;1;485,373;12,332;2032,07;7,855;None;None;None;None;None;None;-10921639;2032,07;2049;1452;2345;839245;155,303;15,566;0,545;9,229
ID37292;37292;111;40,412;117,65;343,85;0;73800;123;7;1;493,76;12,145;2048,148;7,458;None;None;None;None;None;None;-10921639;2048,148;2066;1364;2363;845885;167,36;15,564;0,547;8,658
ID38573;38573;111;40,976;116,35;343,85;0;74400;124;7;1;505,363;11,804;2070,213;7,228;None;None;None;None;None;None;-10921639;2070,213;2106;1387;2320;854998;169,425;15,554;0,553;8,706
ID38887;38887;111;40,787;116,35;343,2;0;75000;125;7;1;509,55;13,174;2081,409;7,45;None;None;None;None;None;None;-10921639;2081,409;2120;1335;2339;859622;172,398;15,568;0,544;8,511
ID39193;39193;111;40,286;115,05;342,55;0;75600;126;7;1;493,954;13,441;2051,496;8,814;None;None;None;None;None;None;-10921639;2051,496;2108;1464;2303;847268;163,105;15,518;0,536;8,78
ID39499;39499;111;39,14;115,05;341,25;0;76200;127;7;1;484,567;11,867;2028,051;7,438;None;None;None;None;None;None;-10921639;2028,051;2057;1342;2267;837585;166,557;15,604;0,528;8,417
ID39804;39804;111;38,49;115,05;341,25;0;76800;128;7;1;481,959;12,528;2023,317;7,479;None;None;None;None;None;None;-10921639;2023,317;2057;1295;2276;835630;170,916;15,597;0,52;8,101
ID40121;40121;111;39,359;114,4;341,9;0;77400;129;7;1;486,937;12,683;2027,542;6,584;None;None;None;None;None;None;-10921639;2027,542;2095;1278;2356;837375;211,158;15,473;0,524;6,602
ID40441;40441;111;40,354;115,7;343,85;0;78000;130;7;1;511,419;11,939;2077,455;7,199;None;None;None;None;None;None;-10921639;2077,455;2129;1147;2415;857989;232,681;15,544;0,523;6,135
ID40756;40756;111;40,272;115,05;343,2;0;78600;131;7;1;504,688;11,7;2063,889;6,765;None;None;None;None;None;None;-10921639;2063,889;2151;1056;2424;852386;237,91;15,429;0,523;5,954
ID41078;41078;111;38,881;115,05;343,2;0;79200;132;7;1;499,329;11,431;2049,075;6,872;None;None;None;None;None;None;-10921639;2049,075;2125;1151;2371;846268;215,9;15,455;0,508;6,397
ID41715;41715;111;38,484;114,4;341,9;0;79800;133;7;1;491,419;12,518;2037,404;7,402;None;None;None;None;None;None;-10921639;2037,404;2127;899;2437;841448;246,332;15,362;0,493;5,461
