Label;ID;TRACK_ID;QUALITY;POSITION_X;POSITION_Y;POSITION_Z;POSITION_T;FRAME;RADIUS;VISIBILITY;MEAN_INTENSITY01;MEAN_INTENSITY02;MEAN_INTENSITY03;MEAN_INTENSITY04;MEAN_INTENSITY05;MEAN_INTENSITY06;MEAN_INTENSITY07;MEAN_INTENSITY08;MEAN_INTENSITY09;MEAN_INTENSITY10;MANUAL_COLOR;MEAN_INTENSITY;MEDIAN_INTENSITY;MIN_INTENSITY;MAX_INTENSITY;TOTAL_INTENSITY;STANDARD_DEVIATION;ESTIMATED_DIAMETER;CONTRAST;SNR
ID2575810;2575810;193;23,307;317,85;604,5;0;10800;18;7;1;407,305;14,09;1322,286;7,048;None;None;None;None;None;None;-10921639;1322,286;1432;219;1825;546104;419,625;11,058;0,307;1,479
ID2577044;2577044;193;22,868;317,85;605,15;0;11400;19;7;1;418,964;12,126;1349,041;6,489;None;None;None;None;None;None;-10921639;1349,041;1442;259;1774;557154;376,778;11,119;0,304;1,67
ID2576123;2576123;193;21,606;318,5;605,15;0;12000;20;7;1;420,69;11,92;1354,845;7,245;None;None;None;None;None;None;-10921639;1354,845;1452;268;1767;559551;369,497;11,115;0,276;1,584
ID2576431;2576431;193;20,398;318,5;605,8;0;12600;21;7;1;427,835;13,785;1383,225;7,782;None;None;None;None;None;None;-10921639;1383,225;1471;449;1738;571272;319,572;11,152;0,26;1,788
ID2577671;2577671;193;21,711;317,85;607,1;0;13200;22;7;1;413,596;13,174;1358,855;7,501;None;None;None;None;None;None;-10921639;1358,855;1448;353;1770;561207;308,261;11,256;0,315;2,113
ID2577360;2577360;193;22,4;317,85;607,1;0;13800;23;7;1;417,559;11,593;1364,271;6,3;None;None;None;None;None;None;-10921639;1364,271;1433;380;1781;563444;289,037;11,301;0,345;2,42
ID2578297;2578297;193;22,005;317,85;607,1;0;14400;24;7;1;415,765;10,76;1368,274;7,741;None;None;None;None;None;None;-10921639;1368,274;1428;460;1760;565097;274,06;11,29;0,335;2,504
ID2578931;2578931;193;20,661;317,85;605,8;0;15000;25;7;1;414,184;13,128;1368,513;6,799;None;None;None;None;None;None;-10921639;1368,513;1408;386;1805;565196;273,219;11,319;0,315;2,397
ID2579247;2579247;193;21,229;317,85;605,8;0;15600;26;7;1;403,709;12,823;1344,985;7,024;None;None;None;None;None;None;-10921639;1344,985;1391;339;1790;555479;285,005;11,307;0,33;2,34
ID2580197;2580197;193;21,305;317,85;605,8;0;16200;27;7;1;416,768;11,959;1366,569;6,785;None;None;None;None;None;None;-10921639;1366,569;1420;398;1778;564393;278,047;11,325;0,331;2,446
ID2577987;2577987;193;21,588;317,85;604,5;0;16800;28;7;1;417,763;11,329;1361,232;7,736;None;None;None;None;None;None;-10921639;1361,232;1458;339;1790;562189;317,613;11,277;0,325;2,103
ID2579880;2579880;193;22,001;319,8;603,2;0;17400;29;7;1;415,136;11,424;1341,264;7,659;None;None;None;None;None;None;-10921639;1341,264;1473;219;1759;553942;368,77;11,227;0,324;1,782
ID2578615;2578615;193;21,77;319,8;603,2;0;18000;30;7;1;423,726;12,494;1371,259;7,031;None;None;None;None;None;None;-10921639;1371,259;1455;325;1800;566330;324,344;11,241;0,311;2,004
ID2579568;2579568;193;21,412;321,1;603,85;0;18600;31;7;1;415,644;12,584;1353,84;6,24;None;None;None;None;None;None;-10921639;1353,84;1442;294;1755;559136;343,395;11,221;0,307;1,853
ID2582101;2582101;193;21,459;321,75;603,85;0;19200;32;7;1;417,557;13,329;1360,99;6,395;None;None;None;None;None;None;-10921639;1360,99;1465;294;1766;562089;332,871;11,261;0,317;1,968
ID2581462;2581462;193;22,172;322,4;603,2;0;19800;33;7;1;403,356;11,971;1311,886;6,78;None;None;None;None;None;None;-10921639;1311,886;1435;196;1882;541809;409,505;11,182;0,323;1,564
ID2580511;2580511;193;21,916;323,7;603,2;0;20400;34;7;1;413,637;11,714;1337,961;6,738;None;None;None;None;None;None;-10921639;1337,961;1435;230;1945;552578;385,373;11,152;0,299;1,596
ID2581143;2581143;193;22,689;325,65;602,55;0;21000;35;7;1;414,303;12,392;1337,346;7,487;None;None;None;None;None;None;-10921639;1337,346;1425;286;1960;552324;390,394;11,145;0,311;1,624
ID2582728;2582728;193;24,231;327,6;603,2;0;21600;36;7;1;406,571;11,477;1313,165;7,412;None;None;None;None;None;None;-10921639;1313,165;1416;240;1991;542337;427,735;11,102;0,336;1,546
ID2581782;2581782;193;24,744;328,25;602,55;0;22200;37;7;1;423,84;12,571;1347,76;7,591;None;None;None;None;None;None;-10921639;1347,76;1423;277;2066;556625;405,974;11,132;0,337;1,673
ID2580824;2580824;193;24,855;328,9;603,2;0;22800;38;7;1;424,654;13,005;1349,55;7,022;None;None;None;None;None;None;-10921639;1349,55;1415;259;2039;557364;418,265;11,124;0,334;1,617
ID2582412;2582412;193;25,61;330,2;603,2;0;23400;39;7;1;441,642;12,23;1375,375;7,262;None;None;None;None;None;None;-10921639;1375,375;1458;302;2051;568030;429,026;11,105;0,333;1,603
ID2583036;2583036;193;25,98;330,2;603,85;0;24000;40;7;1;449,232;13,525;1396,692;7,547;None;None;None;None;None;None;-10921639;1396,692;1452;317;2042;576834;397,609;11,148;0,345;1,802
ID2583987;2583987;193;25,68;330,2;603,85;0;24600;41;7;1;453,593;12,276;1408,857;7,329;None;None;None;None;None;None;-10921639;1408,857;1470;294;2030;581858;382,05;11,162;0,34;1,871
ID2583671;2583671;193;26,601;330,2;603,2;0;25200;42;7;1;457,891;10,782;1414,84;7,298;None;None;None;None;None;None;-10921639;1414,84;1480;339;2046;584329;369,001;11,189;0,362;2,038
ID2583353;2583353;193;25,324;330,85;603,85;0;25800;43;7;1;447,254;12,329;1398,697;6,76;None;None;None;None;None;None;-10921639;1398,697;1478;392;2009;577662;383,277;11,137;0,332;1,818
ID2584612;2584612;193;24,629;330,85;602,55;0;26400;44;7;1;447,475;11,654;1384,843;7,039;None;None;None;None;None;None;-10921639;1384,843;1481;286;2002;571940;418,976;11,109;0,316;1,588
ID2584299;2584299;193;25,197;330,2;601,9;0;27000;45;7;1;454,327;12,709;1407,041;6,702;None;None;None;None;None;None;-10921639;1407,041;1512;240;2020;581108;394,461;11,167;0,332;1,78
ID2585242;2585242;193;24,847;330,2;601,9;0;27600;46;7;1;454,785;10,806;1397,346;6,705;None;None;None;None;None;None;-10921639;1397,346;1493;208;2008;577104;417,528;11,134;0,318;1,614
ID2584927;2584927;193;25,043;330,2;602,55;0;28200;47;7;1;458,506;12,073;1413,249;7,269;None;None;None;None;None;None;-10921639;1413,249;1505;373;2013;583672;391,697;11,14;0,312;1,717
ID2585566;2585566;193;25,494;330,2;603,2;0;28800;48;7;1;450,731;10,496;1402,615;7,835;None;None;None;None;None;None;-10921639;1402,615;1520;310;1963;579280;379,859;11,204;0,35;1,916
ID2587185;2587185;193;25,52;329,55;603,2;0;29400;49;7;1;463,649;14,196;1438,499;7,116;None;None;None;None;None;None;-10921639;1438,499;1518;380;1936;594100;339,533;11,28;0,368;2,281
ID2585891;2585891;193;27,118;329,55;603,85;0;30000;50;7;1;476,847;11,206;1454,09;6,814;None;None;None;None;None;None;-10921639;1454,09;1539;404;1982;600539;344,004;11,27;0,386;2,354
ID2586213;2586213;193;27,379;330,2;603,85;0;30600;51;7;1;466,295;13,138;1437,673;7,07;None;None;None;None;None;None;-10921639;1437,673;1520;433;1946;593759;349,572;11,275;0,4;2,35
ID2587508;2587508;193;27,892;330,2;603,85;0;31200;52;7;1;466,63;10,63;1437,225;7,254;None;None;None;None;None;None;-10921639;1437,225;1501;422;1961;593574;341,963;11,28;0,418;2,478
ID2586859;2586859;193;29,195;330,85;603,85;0;31800;53;7;1;462,419;11,45;1422,47;7,872;None;None;None;None;None;None;-10921639;1422,47;1501;386;1983;587480;372,621;11,255;0,446;2,355
ID2586534;2586534;193;29,799;331,5;603,85;0;32400;54;7;1;470,68;12,407;1445,508;7,576;None;None;None;None;None;None;-10921639;1445,508;1520;422;1934;596995;350,832;11,266;0,462;2,606
ID2587830;2587830;193;29,246;332,15;603,85;0;33000;55;7;1;464,312;11,465;1427,167;6,518;None;None;None;None;None;None;-10921639;1427,167;1543;386;1914;589420;376,582;11,235;0,444;2,332
ID2588159;2588159;193;30,686;332,15;604,5;0;33600;56;7;1;476,935;13,315;1454,3;6,738;None;None;None;None;None;None;-10921639;1454,3;1559;480;1927;600626;346,127;11,273;0,479;2,72
ID2588490;2588490;193;30,89;332,8;605,15;0;34200;57;7;1;475,738;13,368;1451,005;7,714;None;None;None;None;None;None;-10921639;1451,005;1591;422;1906;599265;367,434;11,271;0,487;2,588
ID2588824;2588824;193;29,932;332,8;607,1;0;34800;58;7;1;467,462;11,7;1433,37;6,797;None;None;None;None;None;None;-10921639;1433,37;1570;339;1895;591982;365,132;11,269;0,472;2,516
ID2589150;2589150;193;29,1;332,15;607,1;0;35400;59;7;1;463;11,867;1429,576;6,751;None;None;None;None;None;None;-10921639;1429,576;1560;449;1876;590415;347,377;11,279;0,455;2,576
ID2589477;2589477;193;28,756;331,5;607,1;0;36000;60;7;1;474,649;12,104;1457,291;6,31;None;None;None;None;None;None;-10921639;1457,291;1573;470;1863;601861;322,974;11,288;0,433;2,729
ID2589806;2589806;193;28,272;331,5;608,4;0;36600;61;7;1;469,252;12,576;1446,576;6,504;None;None;None;None;None;None;-10921639;1446,576;1551;392;1891;597436;333,747;11,28;0,422;2,573
ID2590129;2590129;193;28,53;330,85;607,75;0;37200;62;7;1;468,908;12,065;1442,308;7,007;None;None;None;None;None;None;-10921639;1442,308;1551;422;1917;595673;343,995;11,271;0,429;2,516
ID2590450;2590450;193;29,033;330,85;607,75;0;37800;63;7;1;479,484;12,77;1457,438;7,048;None;None;None;None;None;None;-10921639;1457,438;1571;398;1945;601922;359,338;11,266;0,431;2,442
ID2590770;2590770;193;28,79;330,2;607,1;0;38400;64;7;1;468,375;11,513;1434,683;7,368;None;None;None;None;None;None;-10921639;1434,683;1573;367;1917;592524;368,269;11,252;0,437;2,368
ID2591095;2591095;193;29,355;330,2;607,1;0;39000;65;7;1;479,45;12,632;1460,387;7,155;None;None;None;None;None;None;-10921639;1460,387;1563;465;1905;603140;344,261;11,267;0,442;2,599
ID2591416;2591416;193;29,625;329,55;607,75;0;39600;66;7;1;486,409;11,254;1464,646;7,446;None;None;None;None;None;None;-10921639;1464,646;1576;367;1973;604899;360,891;11,245;0,44;2,479
ID2593012;2593012;193;29,72;330,2;607,1;0;40200;67;7;1;493,099;12,111;1472,615;7,237;None;None;None;None;None;None;-10921639;1472,615;1586;392;1991;608190;364,713;11,242;0,431;2,431
ID2592062;2592062;193;30,193;330,2;606,45;0;40800;68;7;1;485,378;12,867;1456,298;6,571;None;None;None;None;None;None;-10921639;1456,298;1576;367;2040;601451;402,903;11,22;0,437;2,197
ID2591741;2591741;193;30,436;329,55;605,8;0;41400;69;7;1;491,126;12,114;1462,356;7,562;None;None;None;None;None;None;-10921639;1462,356;1574;346;2038;603953;413,726;11,211;0,437;2,15
ID2592383;2592383;193;29,836;328,9;605,15;0;42000;70;7;1;491,455;13,269;1460,947;8,039;None;None;None;None;None;None;-10921639;1460,947;1583;268;2037;603371;429,943;11,169;0,415;1,992
ID2592696;2592696;193;29,81;328,9;603,85;0;42600;71;7;1;496,373;12,831;1467,492;7,489;None;None;None;None;None;None;-10921639;1467,492;1577;339;2061;606074;426,787;11,167;0,408;1,991
ID2593650;2593650;193;30,562;329,55;601,9;0;43200;72;7;1;493,881;12,232;1459,385;7,412;None;None;None;None;None;None;-10921639;1459,385;1559;286;2085;602726;429,523;11,163;0,424;2,023
ID2593331;2593331;193;31,662;330,2;600,6;0;43800;73;7;1;501,932;10,818;1480,743;6,748;None;None;None;None;None;None;-10921639;1480,743;1543;404;2146;611547;401,543;11,218;0,453;2,299
ID2595580;2595580;193;32,631;329,55;599,3;0;44400;74;7;1;499,559;13,123;1471,453;7,264;None;None;None;None;None;None;-10921639;1471,453;1537;294;2164;607710;436,424;11,176;0,467;2,145
ID2594287;2594287;193;32,825;330,2;599,3;0;45000;75;7;1;512,01;13,322;1490,978;7,024;None;None;None;None;None;None;-10921639;1490,978;1563;317;2166;615774;429,369;11,18;0,462;2,193
ID2594610;2594610;193;32,489;330,85;599,3;0;45600;76;7;1;507,809;13,492;1486,591;6,772;None;None;None;None;None;None;-10921639;1486,591;1528;422;2208;613962;431,478;11,169;0,449;2,137
ID2593965;2593965;193;32,914;330,85;599,3;0;46200;77;7;1;509,433;12,099;1476,017;7,4;None;None;None;None;None;None;-10921639;1476,017;1536;250;2191;609595;471,429;11,122;0,448;1,937
ID2594927;2594927;193;32,171;331,5;599,3;0;46800;78;7;1;510,588;13,075;1493,855;7,07;None;None;None;None;None;None;-10921639;1493,855;1568;332;2152;616962;427,976;11,171;0,442;2,141
ID2595250;2595250;193;32,374;332,15;599,3;0;47400;79;7;1;521,499;13,058;1506,058;6,944;None;None;None;None;None;None;-10921639;1506,058;1567;410;2187;622002;422,202;11,189;0,442;2,188
ID2595897;2595897;193;32,995;332,8;599,3;0;48000;80;7;1;513,438;11,109;1479,615;7,208;None;None;None;None;None;None;-10921639;1479,615;1574;240;2203;611081;471,379;11,14;0,455;1,963
ID2596211;2596211;193;33,237;332,15;598,65;0;48600;81;7;1;519,257;13,535;1491,966;7,53;None;None;None;None;None;None;-10921639;1491,966;1574;268;2221;616182;468,982;11,143;0,45;1,976
ID2596527;2596527;193;33,38;332,8;599,3;0;49200;82;7;1;527,077;11,421;1509,01;8,286;None;None;None;None;None;None;-10921639;1509,01;1588;367;2218;623221;450,068;11,167;0,451;2,084
ID2596839;2596839;193;34,958;332,8;598,65;0;49800;83;7;1;538,102;11,93;1517,114;7,874;None;None;None;None;None;None;-10921639;1517,114;1594;310;2258;626568;474,752;11,17;0,484;2,083
ID2597479;2597479;193;35,052;333,45;598,65;0;50400;84;7;1;519,087;12,828;1506,111;7,683;None;None;None;None;None;None;-10921639;1506,111;1582;444;2168;622024;419,996;11,226;0,524;2,466
ID2597804;2597804;193;35,306;334,1;598;0;51000;85;7;1;531,458;12,646;1525,424;6,659;None;None;None;None;None;None;-10921639;1525,424;1577;438;2185;630000;416,474;11,24;0,524;2,519
ID2597162;2597162;193;34,956;334,1;598;0;51600;86;7;1;533,419;13,044;1531,617;6,893;None;None;None;None;None;None;-10921639;1531,617;1589;505;2196;632558;423,863;11,221;0,511;2,445
ID2598127;2598127;193;34,586;334,75;598;0;52200;87;7;1;540,695;13,838;1545,436;7,225;None;None;None;None;None;None;-10921639;1545,436;1597;576;2189;638265;409,117;11,233;0,505;2,534
ID2598454;2598454;193;35,58;335,4;597,35;0;52800;88;7;1;557,649;12,162;1563,678;7,62;None;None;None;None;None;None;-10921639;1563,678;1630;485;2215;645799;425,03;11,223;0,517;2,508
ID2599423;2599423;193;36,365;335,4;596,7;0;53400;89;7;1;566,608;11,642;1580,617;7,574;None;None;None;None;None;None;-10921639;1580,617;1663;541;2194;652795;414,674;11,252;0,543;2,683
ID2598775;2598775;193;35,739;336,05;595,4;0;54000;90;7;1;569,271;12,736;1577,051;6,903;None;None;None;None;None;None;-10921639;1577,051;1669;346;2280;651322;457,678;11,205;0,508;2,322
ID2599098;2599098;193;35,173;336,05;595,4;0;54600;91;7;1;571,898;12,92;1592,516;7,47;None;None;None;None;None;None;-10921639;1592,516;1672;523;2208;657709;393,823;11,28;0,515;2,751
ID2600395;2600395;193;34,551;336,05;594,1;0;55200;92;7;1;580,45;12,402;1612,821;8,16;None;None;None;None;None;None;-10921639;1612,821;1696;576;2155;666095;360,25;11,321;0,513;3,038
ID2599745;2599745;193;34,202;336,7;592,8;0;55800;93;7;1;576,956;14,661;1607,385;5,971;None;None;None;None;None;None;-10921639;1607,385;1709;485;2173;663850;384,248;11,266;0,484;2,729
ID2600067;2600067;193;34,286;336,7;592,8;0;56400;94;7;1;578,857;11,378;1606,818;6,603;None;None;None;None;None;None;-10921639;1606,818;1705;500;2154;663616;369,24;11,286;0,498;2,893
ID2600718;2600718;193;33,892;337,35;592,8;0;57000;95;7;1;579,397;12,3;1605,082;6,969;None;None;None;None;None;None;-10921639;1605,082;1709;485;2198;662899;398,222;11,248;0,475;2,594
ID2601044;2601044;193;33,933;336,7;593,45;0;57600;96;7;1;603,312;12,944;1647,005;6,92;None;None;None;None;None;None;-10921639;1647,005;1740;612;2216;680213;359,109;11,318;0,478;2,967
ID2601366;2601366;193;33,787;337,35;592,8;0;58200;97;7;1;583,264;13,538;1620,639;8,155;None;None;None;None;None;None;-10921639;1620,639;1716;724;2137;669324;361,108;11,288;0,478;2,905
ID2601688;2601688;193;34,401;338;592,15;0;58800;98;7;1;581,005;11,685;1607,886;7,053;None;None;None;None;None;None;-10921639;1607,886;1715;465;2156;664057;396,107;11,255;0,487;2,66
ID2602327;2602327;193;33,781;337,35;591,5;0;59400;99;7;1;572,7;12,027;1596,361;7,893;None;None;None;None;None;None;-10921639;1596,361;1713;528;2142;659297;400,203;11,246;0,478;2,579
ID2602012;2602012;193;33,719;337,35;590,85;0;60000;100;7;1;569,596;12,908;1590,6;7,283;None;None;None;None;None;None;-10921639;1590,6;1715;532;2172;656918;395,178;11,266;0,485;2,629
ID2603110;2603110;193;33,692;336,7;590,2;0;60600;101;7;1;579,455;11,533;1595,826;7,666;None;None;None;None;None;None;-10921639;1595,826;1738;444;2198;659076;437,607;11,225;0,464;2,312
ID2602653;2602653;193;33,792;337,35;590,85;0;61200;102;7;1;584,54;13,191;1607,375;7,303;None;None;None;None;None;None;-10921639;1607,375;1744;339;2193;663846;423,44;11,255;0,469;2,424
ID2603308;2603308;193;34,22;338,65;590,85;0;61800;103;7;1;583,879;13,518;1599,542;7,138;None;None;None;None;None;None;-10921639;1599,542;1733;310;2200;660611;449,961;11,203;0,467;2,265
ID2603957;2603957;193;34,574;338,65;590,85;0;62400;104;7;1;595,31;12,906;1619,877;6,593;None;None;None;None;None;None;-10921639;1619,877;1755;268;2208;669009;438,415;11,236;0,479;2,392
ID2603631;2603631;193;33,779;338;590,2;0;63000;105;7;1;590,755;11,804;1617,651;7,508;None;None;None;None;None;None;-10921639;1617,651;1759;367;2129;668090;407,757;11,263;0,473;2,546
ID2604275;2604275;193;34,408;338;588,25;0;63600;106;7;1;600,508;14,351;1633,324;7,225;None;None;None;None;None;None;-10921639;1633,324;1760;455;2173;674563;408,02;11,281;0,477;2,585
ID2604924;2604924;193;33,651;338;588,25;0;64200;107;7;1;619,341;13,368;1657,695;8,034;None;None;None;None;None;None;-10921639;1657,695;1788;302;2224;684628;403,783;11,29;0,456;2,573
ID2604829;2604829;193;32,213;338;587,6;0;64800;108;7;1;607,075;12,349;1645,511;6,881;None;None;None;None;None;None;-10921639;1645,511;1759;485;2212;679596;378,525;11,269;0,423;2,586
ID2605250;2605250;193;31,492;338;586,95;0;65400;109;7;1;601,429;11,199;1634,843;7,758;None;None;None;None;None;None;-10921639;1634,843;1754;495;2197;675190;393,157;11,288;0,419;2,457
ID2605913;2605913;193;31,892;338,65;586,95;0;66000;110;7;1;597,622;12,305;1633,913;7,487;None;None;None;None;None;None;-10921639;1633,913;1747;427;2147;674806;375,851;11,293;0,431;2,618
ID2605581;2605581;193;32,344;338,65;586,95;0;66600;111;7;1;607,148;12,034;1644,019;7,211;None;None;None;None;None;None;-10921639;1644,019;1763;532;2165;678980;379,001;11,281;0,433;2,621
ID2606246;2606246;193;31,17;338,65;587,6;0;67200;112;7;1;596,206;12,755;1632,877;6,782;None;None;None;None;None;None;-10921639;1632,877;1766;325;2129;674378;380,232;11,295;0,425;2,56
ID2607232;2607232;193;31,012;338,65;587,6;0;67800;113;7;1;587,358;12,823;1618,654;6,809;None;None;None;None;None;None;-10921639;1618,654;1743;392;2151;668504;387,436;11,293;0,421;2,476
ID2606903;2606903;193;30,984;339,95;588,25;0;68400;114;7;1;577,678;13,775;1612,274;7,116;None;None;None;None;None;None;-10921639;1612,274;1718;500;2155;665869;366,588;11,281;0,423;2,614
ID2607564;2607564;193;32,493;340,6;588,25;0;69000;115;7;1;612,896;12,801;1657,768;7,354;None;None;None;None;None;None;-10921639;1657,768;1777;584;2191;684658;367,447;11,282;0,435;2,736
ID2606572;2606572;193;32,5;339,95;588,9;0;69600;116;7;1;614,584;12,535;1664,31;6,554;None;None;None;None;None;None;-10921639;1664,31;1778;475;2160;687360;344,678;11,339;0,452;3,005
ID2608220;2608220;193;32,496;340,6;588,25;0;70200;117;7;1;622,046;13,022;1678,024;6,748;None;None;None;None;None;None;-10921639;1678,024;1792;707;2139;693024;323,351;11,332;0,442;3,183
ID2607892;2607892;193;32,261;340,6;588,25;0;70800;118;7;1;629,867;13,806;1694,787;7,303;None;None;None;None;None;None;-10921639;1694,787;1805;721;2114;699947;309,487;11,352;0,44;3,348
ID2608556;2608556;193;30,308;341,25;588,9;0;71400;119;7;1;598,286;14,225;1647,145;8,092;None;None;None;None;None;None;-10921639;1647,145;1762;772;2023;680271;314,554;11,333;0,412;3,055
ID2608891;2608891;193;29,732;341,9;588,9;0;72000;120;7;1;600,678;12,748;1654,247;8,22;None;None;None;None;None;None;-10921639;1654,247;1767;791;2009;683204;297,232;11,354;0,412;3,249
ID2609224;2609224;193;28,419;341,9;588,9;0;72600;121;7;1;596,349;12,964;1645,993;6,799;None;None;None;None;None;None;-10921639;1645,993;1756;803;1996;679795;294,343;11,337;0,382;3,093
ID2609901;2609901;193;28,556;342,55;588,25;0;73200;122;7;1;595,69;13,225;1640,591;7,492;None;None;None;None;None;None;-10921639;1640,591;1749;714;2103;677564;330,538;11,301;0,374;2,703
ID2609565;2609565;193;27,194;342,55;588,25;0;73800;123;7;1;578,472;14,462;1612,455;7,133;None;None;None;None;None;None;-10921639;1612,455;1751;567;2113;665944;353,14;11,272;0,354;2,387
ID2610240;2610240;193;25,43;342,55;588,25;0;74400;124;7;1;582,065;13,09;1616,961;6,55;None;None;None;None;None;None;-10921639;1616,961;1744;546;2114;667805;364,849;11,23;0,309;2,093
ID2610568;2610568;193;25,711;343,2;587,6;0;75000;125;7;1;590,879;12,794;1630,039;7,455;None;None;None;None;None;None;-10921639;1630,039;1743;600;2146;673206;360,291;11,219;0,299;2,084
ID2610900;2610900;193;24,715;343,2;588,25;0;75600;126;7;1;590,097;13,625;1629,47;6,886;None;None;None;None;None;None;-10921639;1629,47;1749;650;2149;672971;361,432;11,195;0,28;1,974
ID2611233;2611233;193;24,4;343,2;588,25;0;76200;127;7;1;599,075;12,789;1642,145;6,775;None;None;None;None;None;None;-10921639;1642,145;1766;628;2193;678206;365,669;11,173;0,269;1,903
ID2611909;2611909;193;24,783;342,55;588,25;0;76800;128;7;1;592,632;13,567;1631,864;7,058;None;None;None;None;None;None;-10921639;1631,864;1767;523;2118;673960;375,502;11,188;0,281;1,906
ID2611575;2611575;193;25,059;341,9;588,25;0;77400;129;7;1;593,765;12,632;1636,431;7,056;None;None;None;None;None;None;-10921639;1636,431;1752;632;2113;675846;357,495;11,204;0,286;2,036
ID2612249;2612249;193;25,024;341,9;588,25;0;78000;130;7;1;602,041;13,501;1653,751;7,63;None;None;None;None;None;None;-10921639;1653,751;1749;639;2171;682999;358,79;11,198;0,282;2,029
ID2612584;2612584;193;25,312;342,55;588,25;0;78600;131;7;1;602,552;12,419;1650,492;7,533;None;None;None;None;None;None;-10921639;1650,492;1755;559;2122;681653;360,935;11,195;0,281;2,007
